p (mbar),T (degC),rh (%),Wx,Wy,Day sin,Day cos,Year sin,Year cos
986.01,25.31,50.0,-4.1709311664922915,-1.8920182885964012,-0.04361938736322919,-0.9990482215819497,-0.7549028992063844,-0.6558365747423632
986.03,25.47,48.97,-3.3943728182923705,-2.2637652639878345,-0.087155742742265,-0.9961946980922174,-0.7549812425026817,-0.6557463865467403
985.99,25.68,48.74,-4.631675470247988,-2.062154780394305,-0.13052619221140743,-0.9914448613749485,-0.7550595750242017,-0.6556561889925786
986.05,25.63,48.77,-4.506224658668458,-3.273963855269075,-0.1736481776550893,-0.9848077530142959,-0.7551378967697893,-0.6555659820812083
986.18,25.59,48.88,-3.7924607715329497,-3.227637107294392,-0.21643961393734454,-0.9762960071201015,-0.7552162077384011,-0.6554757658138309
986.3,25.41,48.67,-3.4866266766080805,-3.414357101705223,-0.2588190450985781,-0.9659258262901247,-0.7552945079288825,-0.655385540191777
986.43,25.47,48.68,-2.041604908886121,-3.0497130022367833,-0.3007057994972283,-0.9537169507504482,-0.7553727973401158,-0.6552953052163341
986.4,25.56,47.84,-3.4196346001522597,-3.2678738043935387,-0.34202014331562186,-0.9396926207895652,-0.7554510759709465,-0.6552050608888329
986.3,25.77,46.84,-4.118396776394301,-2.4065967655976412,-0.3826834323656028,-0.9238795325110742,-0.7555293438203319,-0.6551148072104757
986.27,25.91,46.7,-4.321751422433988,-1.6330537782601662,-0.4226182617382074,-0.906307787037812,-0.7556076008871179,-0.6550245441825933
986.31,26.04,46.48,-4.213196348255056,-2.673775706945192,-0.46174861322966343,-0.8870108331810174,-0.7556858471701502,-0.6549342718065169
986.31,25.79,46.74,-4.521520129849196,-1.0855209419299616,-0.4999999999918944,-0.8660254037891184,-0.7557640826683867,-0.6548439900834488
986.45,25.8,46.5,-4.22187465354065,-2.5067657269459818,-0.5372996083361427,-0.8433914458196904,-0.7558423073806735,-0.6547536990147207
986.54,25.46,46.85,-4.193467497430779,-3.0579290946638444,-0.5735764363498849,-0.8191520442898049,-0.7559205213058572,-0.6546633986016639
986.45,25.24,47.2,-4.891023675511344,-2.4492422104780696,-0.608761429004974,-0.7933533402941101,-0.7559987244428958,-0.6545730888454814
986.28,25.19,47.22,-4.662474161514439,-2.233883321306249,-0.64278760968039,-0.766044443124138,-0.7560769167906362,-0.6544827697475049
986.18,25.23,47.04,-3.105226254834355,-2.1023962296121557,-0.675590207607305,-0.7372773368177802,-0.756155098347925,-0.6543924413090664
986.27,25.16,47.21,-2.4349532286447717,-1.9023939587562826,-0.7071067811864871,-0.707106781186608,-0.7562332691137211,-0.654302103531369
986.5,25.02,47.33,-3.020081816684115,-2.653206705202965,-0.7372773368078335,-0.67559020761816,-0.7563114290868714,-0.654211756415745
986.56,24.85,47.52,-2.8296768035705036,-2.869464965343717,-0.7660444431146742,-0.6427876096916684,-0.7563895782662237,-0.6541213999635269
986.65,24.68,48.52,-1.5811871770595538,-1.9878247184051312,-0.7933533402851473,-0.6087614290166545,-0.7564677166507365,-0.6540310341759181
986.76,24.62,48.85,-2.2081842388499293,-2.3846220596343475,-0.8191520442897068,-0.573576436350025,-0.7565458442392577,-0.6539406590542514
986.76,24.42,49.52,-1.2975898260476022,-1.8258862624319605,-0.8433914458117797,-0.5372996083485599,-0.7566239610306353,-0.6538502745998594
986.76,24.27,50.2,-0.9829610448325355,-1.6956967843166213,-0.866025403781757,-0.5000000000046448,-0.7567020670238286,-0.6537598808139462
986.88,24.12,50.93,-1.2445605133658542,-1.9460650370865105,-0.8870108331742191,-0.46174861324272287,-0.7567801622176857,-0.6536694776978448
987.01,23.87,52.36,-0.20712371169881075,-2.320775682407093,-0.9063077870315899,-0.4226182617515509,-0.7568582466110552,-0.6535790652528883
987.16,23.48,54.36,-0.2853604664481918,-2.544045873051127,-0.9238795325110087,-0.38268343236576086,-0.7569363202028966,-0.6534886434802812
987.35,23.15,56.3,-0.6162370245526132,-3.2928334196510067,-0.9396926207845296,-0.34202014332945696,-0.7570143829920587,-0.6533982123813569
987.47,22.34,61.18,-0.6280484424635826,-4.152776800397424,-0.9537169507460208,-0.30070579951126986,-0.7570924349773903,-0.6533077719574489
987.58,21.59,65.08,-0.6463395030397433,-3.20548674101303,-0.9659258262863142,-0.2588190451127994,-0.7571704761578517,-0.653217322209762
987.65,21.16,66.94,-1.2427402509843293,-3.9176136446290117,-0.9762960071200645,-0.21643961393751154,-0.7572485065322921,-0.6531268631396301
987.65,20.95,67.65,-1.170560894605031,-3.181491347154895,-0.9848077530117393,-0.1736481776695886,-0.7573265260995606,-0.6530363947483873
987.66,20.84,68.05,-0.947237676168861,-2.6455322309218263,-0.9914448613730267,-0.13052619222600445,-0.7574045348586183,-0.6529459170372384
987.62,20.79,68.16,-0.5072769222272517,-2.3662354329558264,-0.9961946980909342,-0.08715574275693194,-0.7574825328083143,-0.6528554300075178
987.56,20.77,69.02,-0.44409371556816946,-2.3280207842269918,-0.9990482215813076,-0.04361938737793814,-0.7575605199475358,-0.652764933660517
987.43,20.73,69.08,-0.5428214409521748,-1.4518418933350163,-1.0,-1.36719803358225e-12,-0.7576384962751326,-0.6526744279975706
987.51,20.68,68.62,-0.558248696495344,-1.283884104139174,-0.9990482215820615,0.04361938736066828,-0.757716461790066,-0.6525839130198839
987.68,20.63,68.79,0.5455363605973544,-0.6387410111040258,-0.9961946980924408,0.08715574273971141,-0.7577944164911862,-0.6524933887287921
987.85,20.47,68.98,0.8394882946960404,-0.02931557723010069,-0.991444861375283,0.13052619220886602,-0.7578723603773437,-0.6524028551256299
987.79,20.44,68.95,0.5498214459766042,0.014013477234295262,-0.9848077530122141,0.17364817766689575,-0.7579502934475002,-0.6523123122116034
987.81,20.33,69.1,0.6854272082642735,-0.07930663384007808,-0.9762960071206563,0.21643961393484196,-0.7580282157005064,-0.6522217599880478
987.79,20.2,68.94,0.8103293414581338,-0.816006347016999,-0.9659258262907882,0.25881904509610215,-0.7581061271352132,-0.6521311984562984
987.89,20.06,69.38,0.5502105869799674,-0.44874080489204426,-0.953716950751219,0.3007057994947836,-0.7581840277505827,-0.6520406276175615
988.08,19.93,70.1,0.35599095230666866,-0.8266017432087784,-0.9396926207854648,0.34202014332688746,-0.7582619175454662,-0.6519500474731731
988.02,19.75,71.2,-0.34716918417989173,-0.584699544685874,-0.9238795325120552,0.3826834323632346,-0.758339796518715,-0.6518594580244687
988.19,19.57,71.4,-0.26394135730768553,-1.2524915009302764,-0.9063077870388954,0.42261826173588424,-0.7584176646692916,-0.6517688592726549
988.39,19.5,70.0,-0.18142680076903306,-1.307472491474568,-0.8870108331822011,0.4617486132273897,-0.758495521996048,-0.6516782512190681
988.61,19.43,69.05,-0.06332042965552516,-1.0981759982754313,-0.8660254037904002,0.4999999999896744,-0.7585733684978356,-0.6515876338650443
988.86,19.4,68.25,0.1514559779211977,-0.9783460976320872,-0.8433914458132489,0.5372996083462537,-0.7586512041736178,-0.6514970072117905
989.05,19.4,66.31,0.100336330064855,-1.3663208337975077,-0.8191520442912752,0.5735764363477851,-0.7587290290222465,-0.6514063712606433
989.14,19.33,65.63,-0.2390723092809473,-1.9755871104395966,-0.7933533402956705,0.6087614290029404,-0.7588068430425741,-0.6513157260129394
989.24,19.1,67.6,-0.5317163942867226,-2.3403584503333517,-0.7660444431257857,0.6427876096784263,-0.7588846462335641,-0.6512250714698861
989.19,18.76,70.1,-0.5601429231700377,-1.992771915102811,-0.7372773368096808,0.675590207616144,-0.7589624385940692,-0.6511344076328203
989.1,18.37,73.8,-0.8531280099869804,-1.020329651914348,-0.7071067811884205,0.7071067811846745,-0.759040220122942,-0.6510437345030791
988.9,17.86,77.3,-1.8288834224932002,-0.676524520567849,-0.6755902076200498,0.7372773368061016,-0.7591179908191465,-0.6509530520818703
988.89,17.37,80.9,-0.6101348969611721,-0.7018799096071777,-0.642787609693632,0.7660444431130266,-0.7591957506815359,-0.6508623603705311
989.03,17.06,83.1,-0.2979041902616294,-0.43835270436551765,-0.6087614290186881,0.7933533402835868,-0.7592734997089634,-0.6507716593703992
988.98,17.09,82.7,-0.8988819284804425,-0.19598795537297872,-0.5735764363521247,0.8191520442882365,-0.7593512379003933,-0.6506809490826825
989.05,17.26,81.5,-0.7946018249366122,-0.30184091804691643,-0.5372996083507218,0.8433914458104024,-0.7594289652546792,-0.6505902295087187
989.07,17.22,81.9,-0.6125926157441168,-0.31753785150085756,-0.5000000000068647,0.8660254037804753,-0.7595066817706748,-0.650499500649846
989.1,17.15,82.3,-0.49507330595610344,-0.43646583111361015,-0.46174861324499655,0.8870108331730355,-0.7595843874473449,-0.6504087625072726
989.16,17.13,82.1,-0.797550852592252,-0.3719040703318154,-0.4226182617406856,0.9063077870366564,-0.7596620822835437,-0.6503180150823368
989.24,17.06,83.1,-0.6827770935434267,-0.39738575783788566,-0.3826834323681291,0.9238795325100279,-0.7597397662781623,-0.6502272583763337
989.12,17.07,85.2,0.12578455309194422,0.5968904809120847,-0.3420201433318657,0.9396926207836529,-0.759817439430055,-0.6501364923906016
989.27,16.92,85.6,-0.29200203334377023,-0.535569615011068,-0.30070579951371457,0.9537169507452501,-0.7598951017381872,-0.6500457171263496
989.32,16.89,84.2,-0.6900109353658062,-0.40482701129693094,-0.25881904510121934,0.965925826289417,-0.7599727532014137,-0.6499549325849164
989.26,16.78,84.4,-0.9002138321971936,-0.7315839366202916,-0.21643961394001413,0.9762960071195097,-0.7600503938185891,-0.6498641387676409
989.22,16.67,85.3,-1.0338374768762377,-0.9440233426172122,-0.173648177672113,0.9848077530112942,-0.7601280235886795,-0.6497733356757324
989.39,16.55,85.6,-1.2111920890428103,-1.0454729663841686,-0.13052619222854586,0.9914448613726922,-0.7602056425105399,-0.6496825233105299
989.46,16.57,84.5,-1.1240597342213157,-1.081706852110268,-0.08715574275948552,0.9961946980907108,-0.7602832505830257,-0.6495917016733728
989.49,16.66,83.9,-1.1757352864036894,-0.9152849481474248,-0.043619387365960986,0.9990482215818305,-0.7603608478051032,-0.6495008707654708
989.7,16.69,83.1,0.1886715271953895,-0.9616668107124002,-3.930542185176769e-12,1.0,-0.7604384341756278,-0.6494100305881634
989.21,16.85,81.4,0.35217902743286367,-1.1889364712365595,0.04361938735810738,0.9990482215821733,-0.7605160096934557,-0.6493191811427903
989.6,16.85,81.6,-1.0204021833763133,-0.883900098518409,0.08715574273715782,0.9961946980926641,-0.7605935743575533,-0.6492283224305615
989.76,16.66,82.5,-1.7706037994130097,-1.3883307190666831,0.13052619222075204,0.9914448613737182,-0.7606711281667767,-0.6491374544528171
989.74,16.47,83.2,-1.1866771465087482,-1.272555440817356,0.17364817766437135,0.9848077530126593,-0.7607486711199823,-0.649046577210897
989.79,16.47,82.7,-0.4561624047102505,-0.6814072648049488,0.21643961393233938,0.9762960071212111,-0.7608262032161374,-0.6489556907060118
989.75,16.48,82.3,-0.8285383639605236,-0.6927656020946906,0.25881904509362613,0.9659258262914516,-0.7609037244540983,-0.6488647949395018
989.74,16.34,83.4,-0.0867715227565958,0.4822558479049286,0.3007057994923389,0.9537169507519898,-0.7609812348327218,-0.6487738899127075
989.73,16.2,83.4,-0.5715852903770653,-0.3683615829922633,0.34202014332447866,0.9396926207863415,-0.7610587343509757,-0.6486829756268396
989.74,16.11,82.7,-0.17439707400660065,-0.8421316171347185,0.3826834323608664,0.9238795325130361,-0.7611362230077169,-0.648592052083239
989.69,16.07,82.0,0.22734672456285335,-0.860472815857969,0.42261826173356104,0.9063077870399786,-0.7612137008018026,-0.6485011192832466
989.6,16.04,80.6,-0.1562833599002373,-0.8863269777109872,0.461748613225116,0.8870108331833847,-0.761291167732201,-0.6484101772280736
989.56,15.89,80.6,-0.5444746842773764,-1.2462533122046462,0.5000000000000568,0.8660254037844058,-0.7613686237977695,-0.6483192259190611
989.61,15.77,80.3,-0.4289062384376417,-1.0777937829795052,0.5372996083440919,0.8433914458146262,-0.7614460689973659,-0.6482282653575504
989.76,15.7,79.9,-0.3603450996785794,-0.5766727053863697,0.5735764363456853,0.8191520442927455,-0.7615235033299584,-0.6481372955447532
989.82,15.69,81.8,0.012704732639379804,0.5198447746862153,0.6087614290009067,0.793353340297231,-0.7616009267944055,-0.6480463164820108
989.72,15.5,82.0,-0.3088332960502651,-0.6504014108615765,0.6427876096876101,0.7660444431180796,-0.7616783393895651,-0.6479553281706653
989.78,15.47,80.1,-0.6234652430027539,-0.9900460043692499,0.675590207614254,0.7372773368114126,-0.761755741114406,-0.6478643306119284
989.9,15.54,78.7,-1.0351354509384048,-0.9720568904187374,0.707106781182862,0.7071067811902331,-0.7618331319677869,-0.6477733238071421
990.01,15.6,78.4,-1.1955120307116118,-0.289224799116186,0.7372773368043699,0.6755902076219398,-0.7619105119486033,-0.6476823077576053
989.98,15.57,78.6,-1.7114143592152915,-0.31410331273597386,0.7660444431113789,0.6427876096955956,-0.7619878810557139,-0.64759128246466
989.96,15.48,79.3,-1.7130179303329487,-0.357868090723133,0.793353340290885,0.608761429009177,-0.7620652392880883,-0.647500247929519
989.84,15.31,80.3,-1.2567039577064318,-1.1596530354744004,0.8191520442867662,0.5735764363542245,-0.7621425866445857,-0.6474092041535247
989.91,15.2,80.1,-1.3957139920364412,-0.650832123080677,0.8433914458090251,0.5372996083528837,-0.7622199231240653,-0.6473181511380196
989.93,15.05,83.7,-0.9137957292036778,0.32538802265774747,0.8660254037791936,0.5000000000090846,-0.762297248725497,-0.6472270888842168
989.98,14.82,84.0,-0.8998497638587275,-0.30458234105639204,0.8870108331785712,0.46174861323436256,-0.7623745634477405,-0.6471360173934589
990.01,14.73,84.5,-1.1470569003705855,0.08222206098258843,0.9063077870355731,0.42261826174300876,-0.7624518672896555,-0.6470449366670893
990.1,14.53,82.5,-0.7860882918538266,-0.9847157952477116,0.9238795325090469,0.3826834323704973,-0.7625291602502124,-0.646953846706321
989.99,14.39,81.0,-0.35360847839109655,-1.8362627927423496,0.9396926207827762,0.34202014333427444,-0.7626064423282715,-0.6468627475124973
990.0,14.41,80.6,-0.16589092959055463,-1.691886579969113,0.9537169507444793,0.3007057995161593,-0.7626837135226928,-0.6467716390869618
990.13,14.51,80.6,-1.3101558414938768,-0.8282461415542312,0.9659258262887536,0.25881904510369536,-0.7627609738324471,-0.6466805214309279
990.21,14.43,81.8,0.5785222584118606,0.11581017451865085,0.9762960071189548,0.2164396139425167,-0.7628382232563952,-0.6465893945457396
990.29,14.39,82.5,-1.4090636909776315,0.73664069584058,0.9848077530108491,0.17364817767463742,-0.7629154617933978,-0.6464982584327407
990.31,14.18,82.9,-1.056863625943774,0.33932178850904765,0.9914448613723575,0.13052619223108727,-0.7629926894424259,-0.6464071130931449
990.38,13.87,84.4,-0.9812646111976226,-0.23920652752627497,0.9961946980917556,0.08715574274754258,-0.7630699062023408,-0.6463159585282966
990.49,13.54,86.6,-0.43299895913373504,-0.49810832294702934,0.9990482215817187,0.04361938736852189,-0.7631471120720037,-0.64622479473954
990.59,13.41,88.6,-0.0967323299152484,-0.42923519933617693,1.0,6.493886336771288e-12,-0.7632243070503862,-0.6461336217280895
990.72,13.52,88.5,-1.26549664223323,-0.6871086147738361,0.9990482215822852,-0.04361938735554648,-0.7633014911363498,-0.6460424394952895
990.88,14.04,85.5,-0.9568135840576073,-0.2907021935982526,0.9961946980916193,-0.08715574274910076,-0.7633786643287565,-0.6459512480424848
990.97,14.72,82.3,-0.21130913087034967,0.453153893518325,0.9914448613740527,-0.13052619221821063,-0.7634558266265781,-0.6458600473708901
991.06,15.44,80.7,-0.5906501183772235,0.18850049777380395,0.9848077530131044,-0.17364817766184695,-0.7635329780286767,-0.6457688374818503
991.05,15.69,79.6,-1.1942182142892557,0.2494851832469844,0.9762960071217659,-0.2164396139298368,-0.7636101185339146,-0.6456776183767104
991.1,15.9,78.8,-0.8724715453637167,0.5283875495605928,0.965925826292115,-0.2588190450911501,-0.7636872481412641,-0.6455863900566858
991.14,16.58,75.6,-0.7029302050686198,0.6240906398931072,0.9537169507483847,-0.30070579950377263,-0.763764366849588,-0.6454951525231215
991.07,16.94,73.3,-1.677697618387684,0.08792440648814559,0.9396926207872183,-0.3420201433220699,-0.7638414746577489,-0.6454039057773632
991.21,16.5,72.8,-3.272133283302335,-2.2657325032547595,0.9238795325140171,-0.38268343235849817,-0.7639185715647197,-0.6453126498206263
991.22,16.56,73.1,-1.6398079564504007,-1.0366435578162636,0.906307787041062,-0.42261826173123784,-0.7639956575693634,-0.6452213846542565
991.27,16.62,73.0,-1.7507789475529398,-1.0855289387231557,0.8870108331778489,-0.46174861323575,-0.76407273267058,-0.6451301102795564
991.2,16.55,73.3,-1.5744965420518566,-0.49341730722254307,0.8660254037856875,-0.49999999999783695,-0.7641497968672326,-0.6450388266978719
991.3,16.36,74.7,-2.352247608005366,-1.3855797308827216,0.8433914458160034,-0.5372996083419299,-0.7642268501582948,-0.644947533910419
991.29,16.29,74.8,-2.596086639106133,-2.020998308325522,0.8191520442942157,-0.5735764363435856,-0.7643038925426304,-0.6448562319185441
991.26,16.24,74.8,-3.086568791679691,-1.5187801336036015,0.7933533402987915,-0.6087614289988731,-0.7643809240191032,-0.6447649207235937
991.27,16.29,75.0,-2.5597202596396214,-0.9774621181357727,0.7660444431197273,-0.6427876096856464,-0.7644579445866869,-0.6446736003267839
991.29,16.22,74.9,-3.1493768775568936,-1.5496855432990235,0.7372773368131443,-0.6755902076123642,-0.764534954244246,-0.6445822707294614
991.32,16.41,74.2,-2.5988153803809197,-0.9871973554946207,0.7071067811920456,-0.7071067811810494,-0.7646119529906445,-0.6444909319329732
991.32,16.69,73.6,-2.2566901613408166,-0.6556290991921879,0.6755902076238297,-0.7372773368026382,-0.764688940824857,-0.644399583938536
991.23,17.96,69.48,-1.9838654941289247,0.15613360049841168,0.6427876096864118,-0.766044443119085,-0.7647659177457481,-0.6443082267474968
991.15,18.67,66.99,-1.5055300297090992,1.223511066416695,0.6087614290112106,-0.7933533402893246,-0.7648428837521825,-0.6442168603612028
991.22,18.89,66.24,-1.9585492598587912,0.35239863323597104,0.5735764363563243,-0.819152044285296,-0.7649198388431349,-0.6441254847808714
991.23,18.96,62.15,-2.190455733673868,-2.3737741423343706,0.5372996083550456,-0.8433914458076479,-0.7649967830174706,-0.6440341000078497
991.19,19.27,61.57,-0.9084890083478158,-3.047465786799124,0.5000000000113046,-0.8660254037779119,-0.765073716274055,-0.6439427060434856
991.06,19.79,59.69,-2.1791086772625303,-1.789940047230394,0.4617486132366363,-0.8870108331773876,-0.765150638611863,-0.6438513028889964
991.02,20.23,57.65,-2.111036680304742,-2.2013686957000034,0.42261826174533196,-0.9063077870344898,-0.7652275500297605,-0.64375989054573
991.0,20.48,54.32,-2.213976454816289,-2.268745965840843,0.3826834323728655,-0.923879532508066,-0.7653044505266131,-0.6436684690150347
991.0,21.05,52.77,-2.2966664462764648,-2.25692783104552,0.3420201433366832,-0.9396926207818994,-0.7653813401013966,-0.6435770382981281
990.95,20.96,51.2,-1.8665853150618166,-2.193230325705802,0.3007057995047256,-0.9537169507480843,-0.7654582187529769,-0.6434855983963585
990.9,20.96,50.12,-1.208883965725059,-3.1992185854381465,0.2588190451061714,-0.9659258262880901,-0.7655350864802205,-0.6433941493110746
990.95,21.1,48.88,-3.5071600969378465,-3.037997375648457,0.2164396139450193,-0.9762960071184,-0.7656119432821032,-0.6433026910434944
990.9,20.79,50.26,-3.4582995284835203,-2.8004757401717777,0.1736481776771618,-0.984807753010404,-0.7656887891574918,-0.6432112235949665
990.82,20.77,50.46,-3.4259978977492325,-2.6479120840046484,0.13052619221920128,-0.9914448613739224,-0.7657656241052531,-0.6431197469668399
990.83,20.76,49.27,-4.719793103556265,-2.99527178393259,0.08715574275009616,-0.9961946980915323,-0.7658424481243633,-0.6430282611603333
990.77,20.96,47.64,-5.117394434070598,-2.4299175307288228,0.04361938737108279,-0.9990482215816069,-0.7659192612136898,-0.6429367661767956
990.87,20.66,48.29,-4.663067527747613,-3.2168348157258184,9.057230488365806e-12,-1.0,-0.7659960633720997,-0.6428452620175763
990.86,20.57,50.29,-4.840509272702354,-2.9430757687974185,-0.043619387352985574,-0.999048221582397,-0.7660728545985699,-0.642753748683894
990.71,21.11,47.31,-4.547960996957663,-3.3776139166802133,-0.08715574274654718,-0.9961946980918427,-0.766149634891968,-0.6426622261770985
990.66,21.39,43.63,-4.390060528509179,-3.5804459995963773,-0.1305261922156692,-0.9914448613743874,-0.7662264042511983,-0.6425706944984959
990.74,21.83,44.37,-0.5512451533519656,-4.244352574999628,-0.17364817765932256,-0.9848077530135495,-0.7663031626751284,-0.642479153649436
990.83,21.13,48.4,0.8313334024719198,-2.65278811327525,-0.2164396139273342,-0.9762960071223207,-0.7663799101627362,-0.6423876036311382
990.91,20.63,49.47,0.291267730738303,-2.3721853024227597,-0.2588190451027302,-0.9659258262890121,-0.7664566467128898,-0.6422960444449526
990.96,21.12,48.61,0.9023753681881923,-2.115589443839996,-0.3007057995013279,-0.9537169507491555,-0.7665333723244574,-0.6422044760922294
990.94,21.65,47.8,-0.9928231518343043,-1.7476848083054901,-0.3420201433196612,-0.9396926207880949,-0.7666100869964171,-0.6421128985741884
990.98,21.73,46.46,-1.8103207729206157,-4.1634527377084645,-0.38268343235612995,-0.923879532514998,-0.7666867907276375,-0.64202131189218
991.03,21.73,44.74,-1.0367527377559236,-3.2485756510747286,-0.4226182617289147,-0.9063077870421453,-0.7667634835169874,-0.641929716047555
991.13,21.05,45.26,-1.3218583913086743,-4.405983476288448,-0.46174861323347627,-0.8870108331790326,-0.7668401653634455,-0.6418381110415333
991.31,20.15,46.07,-2.0178414398371003,-3.876237340988828,-0.499999999995617,-0.8660254037869691,-0.7669168362658806,-0.6417464968754659
991.45,19.7,47.57,-1.585467738983704,-2.7796208462022123,-0.537299608339768,-0.8433914458173808,-0.7669934962231623,-0.641654873550704
991.54,19.48,48.86,-1.6727016189358224,-1.7626597215598592,-0.5735764363414858,-0.819152044295686,-0.7670701452342693,-0.6415632410684678
991.39,20.04,48.17,-3.7178075078389607,-1.038030507574925,-0.6087614290083843,-0.7933533402914933,-0.7671467832980713,-0.6414715994301089
991.47,20.29,49.72,-2.285884092269841,-3.759618852584353,-0.6427876096836828,-0.766044443121375,-0.767223410413438,-0.6413799486369786
991.59,20.12,51.55,-1.738972929196052,-3.6133188555015874,-0.6755902076104743,-0.7372773368148761,-0.7673000265793489,-0.6412882886902976
991.69,19.81,49.2,-1.7785715659635963,-4.013574863478418,-0.7071067811792369,-0.7071067811938583,-0.767376631794674,-0.6411966195914178
991.74,20.14,45.61,-1.9384561081063223,-4.027814285309749,-0.7372773368107375,-0.6755902076149908,-0.7674532260582836,-0.641104941341691
991.81,20.07,46.01,-2.8591142219401995,-2.3485028988483894,-0.7660444431174374,-0.6427876096883754,-0.7675298093691574,-0.6410132539423384
991.85,19.88,48.32,-4.383804788100657,-3.5881026434350707,-0.793353340287764,-0.6087614290132443,-0.7676063817261661,-0.6409215573947122
992.0,19.5,54.15,-4.721757866991807,-2.9734496204746734,-0.8191520442838257,-0.573576436358424,-0.7676829431281804,-0.6408298517001646
992.04,19.58,52.89,-3.5125196838280166,-3.779921357742874,-0.8433914458062706,-0.5372996083572075,-0.7677594935741805,-0.6407381368599171
992.13,19.66,49.12,-3.8153177647123964,-2.211662350873207,-0.8660254037839062,-0.5000000000009222,-0.7678360330630375,-0.6406464128753223
992.22,19.28,47.99,-2.8719390918542715,-2.2037163730115688,-0.887010833176204,-0.46174861323891,-0.7679125615936226,-0.640554679747733
992.28,19.69,48.58,-1.4798954372497115,-1.9147609497813258,-0.9063077870334064,-0.42261826174765516,-0.7679890791649165,-0.6404629374783708
992.23,20.36,48.09,-2.559954106142114,-1.765994047115145,-0.923879532507085,-0.3826834323752337,-0.7680655857757909,-0.6403711860685889
992.26,20.08,49.45,-2.1103246182015307,-2.653041651729683,-0.9396926207859998,-0.34202014332541764,-0.7681420814251172,-0.6402794255197403
992.31,19.81,50.8,-1.905834600369409,-3.5395189611068294,-0.9537169507473134,-0.3007057995071703,-0.7682185661118767,-0.6401876558330473
992.34,19.75,51.72,-1.8400168065384923,-2.618079095760075,-0.9659258262874266,-0.25881904510864734,-0.7682950398349414,-0.6400958770098631
992.43,19.71,52.74,-2.163654005792583,-1.7772454369663484,-0.9762960071178453,-0.21643961394752187,-0.7683715025932198,-0.6400040890514977
992.51,19.53,53.41,-2.1067617449080283,-1.844330488332305,-0.9848077530099588,-0.1736481776796862,-0.7684479543855846,-0.6399122919593048
992.56,19.6,53.71,-2.3854948897824353,-2.1479092464119347,-0.9914448613735878,-0.1305261922217427,-0.7685243952110171,-0.639820485734507
992.57,19.38,53.1,-2.836770337278846,-2.6176963256907517,-0.9961946980913088,-0.08715574275264976,-0.7686008250683901,-0.6397286703784582
992.66,19.27,52.76,-1.0574242737727952,-3.1787346390090625,-0.9990482215814951,-0.043619387373643695,-0.7686772439565766,-0.6396368458925124
992.71,19.33,54.12,-1.3118952472779863,-1.9376611830166361,-1.0,-1.1620574639960325e-11,-0.7687536518745586,-0.6395450122778928
992.74,19.06,55.91,-2.699887288792969,-1.862527483774172,-0.999048221581874,0.043619387364962736,-0.7688300488212092,-0.6394531695359537
992.88,18.31,59.64,-2.326134322971535,-2.1240525208887275,-0.9961946980920662,0.08715574274399358,-0.7689064347954019,-0.6393613176680495
993.04,17.8,62.63,-2.1035011527779046,-1.7401674920139227,-0.991444861374722,0.13052619221312778,-0.7689828097961191,-0.6392694566754036
993.2,17.47,64.45,-1.383324342943292,-1.6196647067280652,-0.9848077530139946,0.17364817765679813,-0.7690591738222345,-0.6391775865593708
993.33,17.24,65.68,-0.7292016938632823,-1.4689672867926364,-0.976296007119726,0.2164396139390386,-0.7691355268726221,-0.639085707321306
993.36,17.11,66.88,-1.2919501087137248,-1.351948562850893,-0.9659258262896756,0.2588190451002542,-0.7692118689462647,-0.6389938189624329
993.49,16.89,68.29,-1.0902617893562807,-1.1017391845031388,-0.9537169507499264,0.3007057994988832,-0.7692882000420365,-0.6389019214841067
993.66,16.64,69.4,-0.9343377532856236,-1.0019545712182631,-0.9396926207889716,0.34202014331725245,-0.7693645201588117,-0.6388100148876826
993.89,16.4,70.2,-1.3406906549858653,-1.3883258146535962,-0.923879532515979,0.38268343235376173,-0.769440829295574,-0.6387180991743848
994.13,16.2,70.8,-1.6455458286431337,-1.5344963101406213,-0.9063077870370787,0.42261826173978,-0.7695171274511978,-0.6386261743455689
994.3,16.0,71.4,-0.845635214945711,-1.7571001915780786,-0.8870108331802162,0.46174861323120253,-0.769593414624558,-0.6385342404025904
994.42,15.79,71.9,-0.8037401924684957,-1.2664918882530223,-0.8660254037882509,0.4999999999933971,-0.7696696908146384,-0.638442297346674
994.52,15.69,72.1,-0.38589591585048283,-0.8351552802502761,-0.843391445818758,0.5372996083376061,-0.7697459560203141,-0.6383503451791755
994.68,15.58,72.3,-0.15684077849385314,-0.7640686946874882,-0.8191520442888096,0.5735764363513063,-0.7698222102404606,-0.6382583839014511
994.84,15.53,72.4,-0.6892122838446837,-0.818465898982722,-0.7933533402930537,0.6087614290063507,-0.7698984534740619,-0.6381664135147255
994.94,15.4,72.9,-0.7533597360630135,-0.8820709200960354,-0.7660444431230227,0.6427876096817191,-0.7699746857199938,-0.6380744340203552
995.02,15.31,73.1,-0.5473140969447952,-1.212166357925142,-0.7372773368166079,0.6755902076085843,-0.7700509069771321,-0.6379824454196966
995.1,15.25,73.1,-0.28404886463115503,-1.1143680911178997,-0.7071067811956708,0.7071067811774242,-0.7701271172444614,-0.6378904477139751
995.14,15.19,73.1,-0.8378442774269933,-1.0200083170165035,-0.6755902076168806,0.7372773368090058,-0.7702033165208578,-0.6377984409045473
